MAE,PSNR,SSIM,MM-SSIM,subject_id
0.02105376124382019,25.51044464111328,0.8510851860046387,0.91698157787323,sub-23441
0.02177131548523903,25.13139533996582,0.8555147647857666,0.9208347201347351,sub-42566
0.019999271258711815,25.974746704101562,0.8599151968955994,0.9275822043418884,sub-49191
0.02527463436126709,23.811071395874023,0.825907289981842,0.8814752101898193,sub-65643
0.0240181777626276,24.283628463745117,0.8686696290969849,0.9072257876396179,sub-165478
0.025846369564533234,23.839340209960938,0.8705118894577026,0.9067568182945251,sub-171298
0.021499263122677803,25.35992431640625,0.8547122478485107,0.9240259528160095,sub-183791
0.02758210152387619,23.278461456298828,0.8569681644439697,0.8981757760047913,sub-213332
0.020552951842546463,25.709693908691406,0.8673006892204285,0.9159790873527527,sub-272693
0.02509692683815956,24.18039321899414,0.8545745015144348,0.9202190041542053,sub-274440
0.02573515847325325,24.44247055053711,0.8558465838432312,0.9152976274490356,sub-629621
0.02454322762787342,24.11838150024414,0.8244425654411316,0.891657829284668,sub-636572
0.03127375990152359,22.375774383544922,0.8547579050064087,0.8857824206352234,sub-660318
0.02984587848186493,22.70654296875,0.8631991744041443,0.9013084769248962,sub-724650
0.02407320961356163,24.41973114013672,0.8665733337402344,0.9212744832038879,sub-752504
0.021392961964011192,25.399065017700195,0.868074357509613,0.917706310749054,sub-765723
0.01965942606329918,25.92255401611328,0.8675152659416199,0.9337869882583618,sub-789278
0.020977173000574112,25.34772491455078,0.8456841707229614,0.9149082899093628,sub-802902
0.018689235672354698,26.251262664794922,0.8644432425498962,0.9353829622268677,sub-813894
0.02381361462175846,24.88800048828125,0.8463762402534485,0.9129468202590942,sub-850648
0.02179643139243126,25.238269805908203,0.8687867522239685,0.9333744049072266,sub-868320
0.028606437146663666,23.481868743896484,0.8315050601959229,0.8791588544845581,sub-899161
0.024358205497264862,24.736499786376953,0.8561694025993347,0.909196138381958,sub-905700
0.019186057150363922,26.30933952331543,0.8696290254592896,0.9308091402053833,sub-907642
0.02557244524359703,24.145076751708984,0.8446850776672363,0.9005725979804993,sub-909203
0.025904417037963867,23.876893997192383,0.8583065271377563,0.9075558185577393,sub-971309
0.01913515292108059,26.370182037353516,0.8664100766181946,0.9214962124824524,sub-995762
0.028461676090955734,23.031944274902344,0.878204882144928,0.9123936891555786,sub-1027483
0.022361349314451218,24.980579376220703,0.8557924032211304,0.9085630774497986,sub-1070908
0.028934329748153687,22.922691345214844,0.8513755798339844,0.8900877237319946,sub-1126260
0.02757289819419384,23.446474075317383,0.8534738421440125,0.8863036632537842,sub-1137632
0.023721065372228622,24.475296020507812,0.8790580034255981,0.9183568954467773,sub-1150690
0.02648455649614334,23.582551956176758,0.8608353137969971,0.9092641472816467,sub-1164158
0.02594359777867794,24.28307342529297,0.850753664970398,0.9014010429382324,sub-1182607
0.022237814962863922,25.34632110595703,0.85214763879776,0.919974684715271,sub-1206913
0.022115647792816162,25.246553421020508,0.8594228625297546,0.903309166431427,sub-1212986
0.02884255163371563,23.2784366607666,0.8247891068458557,0.882361114025116,sub-1249995
0.026763658970594406,24.128124237060547,0.8553870320320129,0.9087332487106323,sub-1252074
0.027579834684729576,23.98863983154297,0.8598448634147644,0.9023618102073669,sub-1254038
0.01975916512310505,25.982650756835938,0.8427610397338867,0.9112223386764526,sub-1255198
0.020757518708705902,25.385587692260742,0.8744583129882812,0.9274886846542358,sub-1275722
0.024182269349694252,24.35034942626953,0.8620190620422363,0.9096449613571167,sub-1285588
0.025716444477438927,23.979843139648438,0.8343443274497986,0.8864400386810303,sub-1287396
0.020890669897198677,25.591449737548828,0.8490353226661682,0.9131051301956177,sub-1293262
0.028299150988459587,23.07299041748047,0.8421967029571533,0.8933377861976624,sub-1293678
0.02901611290872097,22.858203887939453,0.8154172301292419,0.8707860708236694,sub-1294361
0.022625349462032318,24.72048568725586,0.8748007416725159,0.9223427772521973,sub-1296055
0.020898358896374702,25.5120849609375,0.8543283343315125,0.9212895035743713,sub-1297719
0.02029404416680336,25.802303314208984,0.867617130279541,0.9191328883171082,sub-1297966
0.025071103125810623,24.148818969726562,0.8323717713356018,0.9009770154953003,sub-1300681
0.026719065383076668,23.549652099609375,0.8634564280509949,0.9106060266494751,sub-1301416
0.02204243838787079,25.498170852661133,0.8661198019981384,0.9223073124885559,sub-1301533
0.023235095664858818,24.75585174560547,0.8778319954872131,0.9199106097221375,sub-1305259
0.02544059045612812,24.371784210205078,0.8375447392463684,0.8986696600914001,sub-1305767
0.028939584270119667,22.82394790649414,0.8629815578460693,0.9016591906547546,sub-1307952
0.023115839809179306,24.846237182617188,0.8517945408821106,0.9013465642929077,sub-1309056
0.023349005728960037,24.882509231567383,0.81663578748703,0.869101881980896,sub-1309816
0.03472788631916046,22.055431365966797,0.8430521488189697,0.871440589427948,sub-1309950
0.02652451954782009,23.492467880249023,0.8718212246894836,0.9088893532752991,sub-1310451
0.03049113228917122,22.59230613708496,0.8573867082595825,0.8995257616043091,sub-1310463
0.027279073372483253,23.334148406982422,0.858994722366333,0.9099518060684204,sub-1311356
0.01990300603210926,25.969799041748047,0.860560953617096,0.9225695729255676,sub-1320667
0.030646754428744316,22.54360580444336,0.8413087725639343,0.8786123394966125,sub-1322149
0.0232695285230875,25.053123474121094,0.8538259863853455,0.9045592546463013,sub-1322373
0.027484383434057236,23.314943313598633,0.853614330291748,0.9092440009117126,sub-1333345
0.026080947369337082,23.5428409576416,0.8563409447669983,0.900192141532898,sub-1333365
0.029756862670183182,22.606082916259766,0.8606581687927246,0.8992204666137695,sub-1333380
0.03387606143951416,22.35782241821289,0.8307783007621765,0.8742794990539551,sub-1341441
0.025412708520889282,23.89162826538086,0.8680630326271057,0.9047892689704895,sub-1344324
0.027919843792915344,23.809354782104492,0.8340369462966919,0.8889895081520081,sub-1351120
0.021300004795193672,25.237014770507812,0.8798047304153442,0.9237035512924194,sub-1351241
0.02260201796889305,25.197999954223633,0.8522827625274658,0.9040610790252686,sub-1354957
0.018641069531440735,26.30702018737793,0.8663089275360107,0.9351342916488647,sub-1356595
0.024490145966410637,24.434486389160156,0.8532429337501526,0.9200574159622192,sub-1358978
0.022467399016022682,24.8749942779541,0.8468281030654907,0.9078609943389893,sub-1358998
0.021031387150287628,25.67155647277832,0.862274706363678,0.9242407083511353,sub-1360552
0.022798780351877213,25.246793746948242,0.8725813627243042,0.9255288243293762,sub-1361970
0.018956294283270836,26.231718063354492,0.8699963092803955,0.9356049299240112,sub-1362080
0.01925758458673954,26.38941764831543,0.8662938475608826,0.9327370524406433,sub-1367689
0.01844077743589878,26.48563003540039,0.8692085146903992,0.9355553984642029,sub-1368287
0.018549712374806404,26.367263793945312,0.8765163421630859,0.9390415549278259,sub-1369296
0.019195878878235817,26.203773498535156,0.8437560200691223,0.9148011207580566,sub-1369564
0.018086785450577736,26.540576934814453,0.8629330396652222,0.9324708580970764,sub-1369744
0.031180862337350845,22.45368003845215,0.8499057292938232,0.9103285074234009,sub-1370530
0.021191945299506187,25.534061431884766,0.8480157256126404,0.9168708324432373,sub-1370989
0.02974635548889637,23.275238037109375,0.8545486330986023,0.8943139314651489,sub-1371709
0.026935070753097534,23.654870986938477,0.8671627044677734,0.910694420337677,sub-1372212
0.028077632188796997,23.341577529907227,0.8349151015281677,0.8977784514427185,sub-1373146
0.03011642023921013,22.624622344970703,0.8436603546142578,0.881560742855072,sub-1375534
0.020266644656658173,25.971527099609375,0.8617362976074219,0.9209676384925842,sub-1379670
0.023549383506178856,24.898988723754883,0.8622497916221619,0.9191272854804993,sub-1381141
0.02269860729575157,25.311370849609375,0.8657702803611755,0.9194760918617249,sub-1381512
0.019334878772497177,26.319583892822266,0.8483443260192871,0.9211370348930359,sub-1387438
0.019137686118483543,26.137130737304688,0.8599352240562439,0.9285001158714294,sub-1388894
0.019126230850815773,26.009912490844727,0.8741454482078552,0.9366543292999268,sub-1391186
0.02258477918803692,24.90545082092285,0.8406714797019958,0.9089841842651367,sub-1393791
0.026434296742081642,23.812915802001953,0.8473237156867981,0.9150493144989014,sub-1394060
0.017933901399374008,26.682754516601562,0.8675298690795898,0.9316738247871399,sub-1394815
0.029970116913318634,23.122390747070312,0.8434835076332092,0.8924795985221863,sub-1394964
0.021628566086292267,25.504058837890625,0.856156587600708,0.9167736768722534,sub-1411167
0.027033723890781403,23.44634246826172,0.8739539980888367,0.9157370328903198,sub-1417956
0.020291445776820183,25.7233829498291,0.8667663335800171,0.9247987866401672,sub-1419664
